ID,Vehicles
20170803081,58
20170803091,68
20170803101,104
20170803111,110
20170803121,110
20170803131,110
20170803141,110
20170803151,110
20170803161,110
20170803171,110
20170803181,110
20170803191,110
20170803201,110
20170803211,95
20170803221,95
20170803231,95
20170804001,86
20170804011,76
20170804021,60
20170804031,49
20170804041,43
20170804051,41
20170804061,44
20170804071,52
20170804081,57
20170804091,68
20170804101,95
20170804111,95
20170804121,95
20170804131,95
20170804141,95
20170804151,95
20170804161,95
20170804171,90
20170804181,95
20170804191,105
20170804201,96
20170804211,90
20170804221,84
20170804231,75
20170805001,68
20170805011,54
20170805021,47
20170805031,42
20170805041,36
20170805051,36
20170805061,36
20170805071,36
20170805081,38
20170805091,52
20170805101,54
20170805111,54
20170805121,54
20170805131,54
20170805141,54
20170805151,56
20170805161,58
20170805171,56
20170805181,58
20170805191,65
20170805201,64
20170805211,64
20170805221,64
20170805231,63
20170806001,49
20170806011,44
20170806021,35
20170806031,33
20170806041,27
20170806051,27
20170806061,27
20170806071,32
20170806081,37
20170806091,44
20170806101,52
20170806111,56
20170806121,60
20170806131,60
20170806141,54
20170806151,54
20170806161,56
20170806171,56
20170806181,59
20170806191,75
20170806201,56
20170806211,56
20170806221,64
20170806231,59
20170807001,59
20170807011,51
20170807021,42
20170807031,40
20170807041,29
20170807051,33
20170807061,38
20170807071,48
20170807081,55
20170807091,68
20170807101,88
20170807111,110
20170807121,110
20170807131,110
20170807141,110
20170807151,110
20170807161,110
20170807171,110
20170807181,110
20170807191,110
20170807201,110
20170807211,95
20170807221,95
20170807231,95
20170808001,86
20170808011,75
20170808021,63
20170808031,51
20170808041,43
20170808051,41
20170808061,46
20170808071,52
20170808081,57
20170808091,68
20170808101,88
20170808111,110
20170808121,110
20170808131,110
20170808141,110
20170808151,110
20170808161,110
20170808171,110
20170808181,110
20170808191,110
20170808201,110
20170808211,95
20170808221,95
20170808231,95
20170809001,86
20170809011,76
20170809021,63
20170809031,55
20170809041,43
20170809051,40
20170809061,44
20170809071,54
20170809081,57
20170809091,68
20170809101,88
20170809111,110
20170809121,110
20170809131,110
20170809141,110
20170809151,110
20170809161,110
20170809171,110
20170809181,110
20170809191,110
20170809201,110
20170809211,95
20170809221,95
20170809231,95
20170810001,86
20170810011,76
20170810021,63
20170810031,48
20170810041,45
20170810051,41
20170810061,49
20170810071,50
20170810081,58
20170810091,68
20170810101,104
20170810111,110
20170810121,110
20170810131,110
20170810141,110
20170810151,110
20170810161,110
20170810171,110
20170810181,110
20170810191,110
20170810201,110
20170810211,95
20170810221,95
20170810231,95
20170811001,86
20170811011,76
20170811021,60
20170811031,49
20170811041,43
20170811051,41
20170811061,44
20170811071,52
20170811081,57
20170811091,68
20170811101,95
20170811111,95
20170811121,95
20170811131,95
20170811141,95
20170811151,95
20170811161,95
20170811171,90
20170811181,95
20170811191,105
20170811201,96
20170811211,90
20170811221,84
20170811231,75
20170812001,68
20170812011,54
20170812021,47
20170812031,42
20170812041,36
20170812051,36
20170812061,36
20170812071,36
20170812081,38
20170812091,52
20170812101,54
20170812111,54
20170812121,54
20170812131,54
20170812141,54
20170812151,56
20170812161,58
20170812171,56
20170812181,58
20170812191,65
20170812201,64
20170812211,64
20170812221,64
20170812231,63
20170813001,49
20170813011,44
20170813021,35
20170813031,33
20170813041,27
20170813051,27
20170813061,27
20170813071,32
20170813081,37
20170813091,44
20170813101,52
20170813111,56
20170813121,60
20170813131,60
20170813141,54
20170813151,54
20170813161,56
20170813171,56
20170813181,59
20170813191,75
20170813201,56
20170813211,56
20170813221,64
20170813231,59
20170814001,44
20170814011,44
20170814021,42
20170814031,40
20170814041,29
20170814051,33
20170814061,38
20170814071,48
20170814081,55
20170814091,68
20170814101,88
20170814111,110
20170814121,110
20170814131,110
20170814141,110
20170814151,110
20170814161,110
20170814171,110
20170814181,110
20170814191,110
20170814201,110
20170814211,95
20170814221,95
20170814231,95
20170815001,86
20170815011,75
20170815021,63
20170815031,51
20170815041,43
20170815051,43
20170815061,46
20170815071,52
20170815081,57
20170815091,68
20170815101,88
20170815111,110
20170815121,110
20170815131,110
20170815141,110
20170815151,110
20170815161,110
20170815171,110
20170815181,110
20170815191,110
20170815201,110
20170815211,95
20170815221,95
20170815231,95
20170816001,86
20170816011,76
20170816021,63
20170816031,55
20170816041,40
20170816051,40
20170816061,42
20170816071,48
20170816081,57
20170816091,68
20170816101,88
20170816111,110
20170816121,110
20170816131,110
20170816141,110
20170816151,110
20170816161,110
20170816171,110
20170816181,110
20170816191,110
20170816201,110
20170816211,95
20170816221,95
20170816231,95
20170817001,86
20170817011,76
20170817021,63
20170817031,48
20170817041,45
20170817051,41
20170817061,49
20170817071,50
20170817081,58
20170817091,68
20170817101,104
20170817111,110
20170817121,110
20170817131,110
20170817141,110
20170817151,110
20170817161,110
20170817171,110
20170817181,110
20170817191,110
20170817201,110
20170817211,95
20170817221,95
20170817231,95
20170818001,86
20170818011,76
20170818021,60
20170818031,49
20170818041,43
20170818051,41
20170818061,44
20170818071,52
20170818081,57
20170818091,68
20170818101,95
20170818111,95
20170818121,95
20170818131,95
20170818141,95
20170818151,95
20170818161,95
20170818171,90
20170818181,95
20170818191,105
20170818201,96
20170818211,90
20170818221,84
20170818231,75
20170819001,68
20170819011,54
20170819021,47
20170819031,42
20170819041,36
20170819051,36
20170819061,36
20170819071,36
20170819081,38
20170819091,52
20170819101,54
20170819111,54
20170819121,54
20170819131,54
20170819141,54
20170819151,56
20170819161,58
20170819171,56
20170819181,58
20170819191,65
20170819201,64
20170819211,64
20170819221,64
20170819231,63
20170820001,49
20170820011,44
20170820021,35
20170820031,33
20170820041,27
20170820051,27
20170820061,27
20170820071,32
20170820081,37
20170820091,44
20170820101,52
20170820111,56
20170820121,60
20170820131,60
20170820141,54
20170820151,54
20170820161,56
20170820171,56
20170820181,59
20170820191,75
20170820201,56
20170820211,56
20170820221,64
20170820231,59
20170821001,59
20170821011,51
20170821021,42
20170821031,40
20170821041,29
20170821051,33
20170821061,38
20170821071,48
20170821081,55
20170821091,68
20170821101,88
20170821111,110
20170821121,110
20170821131,110
20170821141,110
20170821151,110
20170821161,110
20170821171,110
20170821181,110
20170821191,110
20170821201,110
20170821211,95
20170821221,95
20170821231,95
20170822001,86
20170822011,75
20170822021,63
20170822031,51
20170822041,43
20170822051,41
20170822061,46
20170822071,52
20170822081,57
20170822091,68
20170822101,88
20170822111,110
20170822121,110
20170822131,110
20170822141,110
20170822151,110
20170822161,110
20170822171,110
20170822181,110
20170822191,110
20170822201,110
20170822211,95
20170822221,95
20170822231,95
20170823001,86
20170823011,76
20170823021,63
20170823031,50
20170823041,37
20170823051,40
20170823061,41
20170823071,54
20170823081,57
20170823091,68
20170823101,88
20170823111,110
20170823121,110
20170823131,110
20170823141,110
20170823151,110
20170823161,110
20170823171,110
20170823181,110
20170823191,110
20170823201,110
20170823211,95
20170823221,95
20170823231,95
20170824001,86
20170824011,76
20170824021,63
20170824031,48
20170824041,39
20170824051,39
20170824061,49
20170824071,50
20170824081,58
20170824091,68
20170824101,104
20170824111,110
20170824121,110
20170824131,110
20170824141,110
20170824151,110
20170824161,110
20170824171,110
20170824181,110
20170824191,110
20170824201,110
20170824211,95
20170824221,95
20170824231,95
20170825001,86
20170825011,76
20170825021,60
20170825031,49
20170825041,43
20170825051,41
20170825061,44
20170825071,52
20170825081,57
20170825091,68
20170825101,95
20170825111,95
20170825121,95
20170825131,95
20170825141,95
20170825151,95
20170825161,95
20170825171,90
20170825181,95
20170825191,105
20170825201,96
20170825211,90
20170825221,84
20170825231,75
20170826001,68
20170826011,54
20170826021,47
20170826031,42
20170826041,36
20170826051,36
20170826061,36
20170826071,36
20170826081,38
20170826091,52
20170826101,54
20170826111,54
20170826121,54
20170826131,54
20170826141,54
20170826151,56
20170826161,58
20170826171,56
20170826181,58
20170826191,65
20170826201,64
20170826211,64
20170826221,64
20170826231,63
20170827001,49
20170827011,44
20170827021,35
20170827031,33
20170827041,27
20170827051,27
20170827061,27
20170827071,32
20170827081,37
20170827091,44
20170827101,52
20170827111,56
20170827121,60
20170827131,60
20170827141,54
20170827151,54
20170827161,56
20170827171,56
20170827181,59
20170827191,75
20170827201,56
20170827211,56
20170827221,64
20170827231,59
20170828001,59
20170828011,51
20170828021,42
20170828031,40
20170828041,29
20170828051,33
20170828061,38
20170828071,48
20170828081,55
20170828091,68
20170828101,88
20170828111,110
20170828121,110
20170828131,110
20170828141,110
20170828151,110
20170828161,110
20170828171,110
20170828181,110
20170828191,110
20170828201,110
20170828211,95
20170828221,95
20170828231,95
20170829001,86
20170829011,75
20170829021,63
20170829031,51
20170829041,43
20170829051,40
20170829061,46
20170829071,52
20170829081,57
20170829091,68
20170829101,88
20170829111,110
20170829121,110
20170829131,110
20170829141,110
20170829151,110
20170829161,110
20170829171,110
20170829181,110
20170829191,110
20170829201,110
20170829211,95
20170829221,95
20170829231,95
20170830001,86
20170830011,67
20170830021,63
20170830031,55
20170830041,43
20170830051,40
20170830061,44
20170830071,54
20170830081,57
20170830091,68
20170830101,88
20170830111,110
20170830121,110
20170830131,110
20170830141,110
20170830151,110
20170830161,110
20170830171,110
20170830181,110
20170830191,110
20170830201,110
20170830211,95
20170830221,95
20170830231,95
20170831001,86
20170831011,76
20170831021,63
20170831031,48
20170831041,45
20170831051,39
20170831061,49
20170831071,50
20170831081,58
20170831091,68
20170831101,104
20170831111,97
20170831121,97
20170831131,97
20170831141,97
20170831151,97
20170831161,97
20170831171,97
20170831181,99
20170831191,100
20170831201,99
20170831211,95
20170831221,95
20170831231,95
20170901001,86
20170901011,76
20170901021,60
20170901031,49
20170901041,43
20170901051,41
20170901061,44
20170901071,52
20170901081,57
20170901091,68
20170901101,95
20170901111,95
20170901121,95
20170901131,95
20170901141,95
20170901151,95
20170901161,95
20170901171,90
20170901181,95
20170901191,105
20170901201,96
20170901211,90
20170901221,84
20170901231,75
20170902001,68
20170902011,54
20170902021,47
20170902031,42
20170902041,36
20170902051,36
20170902061,36
20170902071,36
20170902081,38
20170902091,52
20170902101,54
20170902111,54
20170902121,54
20170902131,54
20170902141,54
20170902151,56
20170902161,58
20170902171,56
20170902181,58
20170902191,65
20170902201,64
20170902211,64
20170902221,64
20170902231,63
20170903001,49
20170903011,44
20170903021,35
20170903031,33
20170903041,27
20170903051,27
20170903061,27
20170903071,32
20170903081,37
20170903091,44
20170903101,52
20170903111,56
20170903121,60
20170903131,60
20170903141,54
20170903151,54
20170903161,56
20170903171,56
20170903181,59
20170903191,75
20170903201,56
20170903211,56
20170903221,64
20170903231,59
20170904001,59
20170904011,51
20170904021,42
20170904031,40
20170904041,29
20170904051,33
20170904061,38
20170904071,48
20170904081,55
20170904091,68
20170904101,88
20170904111,110
20170904121,110
20170904131,110
20170904141,110
20170904151,110
20170904161,110
20170904171,110
20170904181,110
20170904191,110
20170904201,110
20170904211,95
20170904221,95
20170904231,95
20170905001,86
20170905011,75
20170905021,63
20170905031,51
20170905041,43
20170905051,41
20170905061,46
20170905071,52
20170905081,57
20170905091,68
20170905101,88
20170905111,110
20170905121,110
20170905131,110
20170905141,110
20170905151,110
20170905161,110
20170905171,110
20170905181,110
20170905191,110
20170905201,110
20170905211,95
20170905221,95
20170905231,95
20170906001,86
20170906011,76
20170906021,63
20170906031,55
20170906041,43
20170906051,42
20170906061,44
20170906071,54
20170906081,57
20170906091,68
20170906101,88
20170906111,110
20170906121,110
20170906131,110
20170906141,110
20170906151,110
20170906161,110
20170906171,110
20170906181,110
20170906191,110
20170906201,110
20170906211,95
20170906221,95
20170906231,95
20170907001,86
20170907011,76
20170907021,63
20170907031,48
20170907041,45
20170907051,46
20170907061,49
20170907071,50
20170907081,58
20170907091,68
20170907101,104
20170907111,110
20170907121,110
20170907131,110
20170907141,110
20170907151,110
20170907161,110
20170907171,110
20170907181,110
20170907191,110
20170907201,110
20170907211,95
20170907221,95
20170907231,95
20170908001,86
20170908011,76
20170908021,60
20170908031,49
20170908041,43
20170908051,41
20170908061,44
20170908071,52
20170908081,57
20170908091,68
20170908101,95
20170908111,95
20170908121,95
20170908131,95
20170908141,95
20170908151,95
20170908161,95
20170908171,90
20170908181,95
20170908191,105
20170908201,96
20170908211,90
20170908221,84
20170908231,75
20170909001,68
20170909011,54
20170909021,47
20170909031,42
20170909041,36
20170909051,36
20170909061,36
20170909071,36
20170909081,38
20170909091,52
20170909101,54
20170909111,54
20170909121,54
20170909131,54
20170909141,54
20170909151,56
20170909161,58
20170909171,56
20170909181,58
20170909191,65
20170909201,64
20170909211,64
20170909221,64
20170909231,63
20170910001,49
20170910011,44
20170910021,35
20170910031,33
20170910041,27
20170910051,27
20170910061,27
20170910071,32
20170910081,37
20170910091,44
20170910101,52
20170910111,56
20170910121,60
20170910131,60
20170910141,54
20170910151,54
20170910161,56
20170910171,56
20170910181,59
20170910191,75
20170910201,56
20170910211,56
20170910221,64
20170910231,59
20170911001,59
20170911011,51
20170911021,42
20170911031,40
20170911041,29
20170911051,33
20170911061,38
20170911071,48
20170911081,55
20170911091,68
20170911101,88
20170911111,110
20170911121,110
20170911131,110
20170911141,110
20170911151,110
20170911161,110
20170911171,110
20170911181,110
20170911191,110
20170911201,110
20170911211,95
20170911221,95
20170911231,95
20170912001,86
20170912011,75
20170912021,63
20170912031,51
20170912041,43
20170912051,41
20170912061,46
20170912071,52
20170912081,57
20170912091,68
20170912101,90
20170912111,110
20170912121,110
20170912131,110
20170912141,110
20170912151,110
20170912161,110
20170912171,110
20170912181,110
20170912191,110
20170912201,110
20170912211,95
20170912221,95
20170912231,95
20170913001,86
20170913011,76
20170913021,63
20170913031,55
20170913041,44
20170913051,39
20170913061,44
20170913071,54
20170913081,57
20170913091,68
20170913101,88
20170913111,110
20170913121,110
20170913131,110
20170913141,110
20170913151,110
20170913161,110
20170913171,110
20170913181,110
20170913191,110
20170913201,110
20170913211,95
20170913221,95
20170913231,95
20170914001,86
20170914011,76
20170914021,63
20170914031,48
20170914041,45
20170914051,45
20170914061,49
20170914071,50
20170914081,58
20170914091,68
20170914101,104
20170914111,110
20170914121,110
20170914131,110
20170914141,110
20170914151,110
20170914161,110
20170914171,110
20170914181,110
20170914191,110
20170914201,110
20170914211,95
20170914221,95
20170914231,95
20170915001,86
20170915011,76
20170915021,60
20170915031,49
20170915041,43
20170915051,43
20170915061,44
20170915071,52
20170915081,57
20170915091,68
20170915101,95
20170915111,95
20170915121,95
20170915131,95
20170915141,95
20170915151,95
20170915161,95
20170915171,90
20170915181,95
20170915191,105
20170915201,96
20170915211,90
20170915221,84
20170915231,75
20170916001,68
20170916011,54
20170916021,47
20170916031,42
20170916041,36
20170916051,36
20170916061,36
20170916071,36
20170916081,38
20170916091,52
20170916101,54
20170916111,54
20170916121,54
20170916131,54
20170916141,54
20170916151,56
20170916161,58
20170916171,56
20170916181,58
20170916191,65
20170916201,64
20170916211,64
20170916221,64
20170916231,63
20170917001,49
20170917011,44
20170917021,35
20170917031,33
20170917041,27
20170917051,27
20170917061,27
20170917071,32
20170917081,37
20170917091,44
20170917101,52
20170917111,56
20170917121,60
20170917131,60
20170917141,54
20170917151,54
20170917161,56
20170917171,56
20170917181,59
20170917191,75
20170917201,56
20170917211,56
20170917221,64
20170917231,59
20170918001,59
20170918011,51
20170918021,42
20170918031,40
20170918041,29
20170918051,33
20170918061,38
20170918071,48
20170918081,55
20170918091,68
20170918101,88
20170918111,110
20170918121,110
20170918131,110
20170918141,110
20170918151,110
20170918161,110
20170918171,110
20170918181,110
20170918191,110
20170918201,110
20170918211,95
20170918221,95
20170918231,95
20170919001,86
20170919011,75
20170919021,63
20170919031,51
20170919041,43
20170919051,41
20170919061,46
20170919071,52
20170919081,57
20170919091,68
20170919101,88
20170919111,110
20170919121,110
20170919131,110
20170919141,110
20170919151,110
20170919161,110
20170919171,110
20170919181,110
20170919191,110
20170919201,110
20170919211,95
20170919221,95
20170919231,95
20170920001,86
20170920011,76
20170920021,63
20170920031,55
20170920041,42
20170920051,42
20170920061,44
20170920071,54
20170920081,57
20170920091,68
20170920101,88
20170920111,110
20170920121,110
20170920131,110
20170920141,110
20170920151,110
20170920161,110
20170920171,110
20170920181,110
20170920191,110
20170920201,110
20170920211,95
20170920221,95
20170920231,95
20170921001,86
20170921011,76
20170921021,63
20170921031,48
20170921041,45
20170921051,41
20170921061,49
20170921071,50
20170921081,58
20170921091,68
20170921101,104
20170921111,110
20170921121,110
20170921131,110
20170921141,110
20170921151,110
20170921161,110
20170921171,110
20170921181,110
20170921191,110
20170921201,110
20170921211,95
20170921221,95
20170921231,95
20170922001,86
20170922011,76
20170922021,60
20170922031,46
20170922041,43
